City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Simga,21.63,81.7,101.55,14,1,4.7,IN,1589083714
Payo,-3.75,103.64,90.95,58,99,1.92,ID,1589083714
Makakilo City,21.35,-158.09,80.6,61,40,13.87,US,1589083714
Doba,8.65,16.85,78.04,72,78,4.47,TD,1589083715
Gigmoto,13.78,124.39,88.11,61,75,3.91,PH,1589083715
College,64.86,-147.8,73.99,20,75,3.36,US,1589083716
Alta Floresta,-9.88,-56.09,72.19,95,76,2.93,BR,1589083716
Hofn,64.25,-15.21,31.64,79,0,3.85,IS,1589083716
Barcelos,41.54,-8.62,55.4,93,75,4.7,PT,1589083717
Poronaysk,49.22,143.12,44.89,71,100,10.25,RU,1589083717
Tukan,53.84,57.46,58.69,80,36,6.35,RU,1589083718
Provideniya,64.38,-173.3,36.07,91,100,30.04,RU,1589083719
Flinders,-34.58,150.86,64.0,36,0,8.01,AU,1589083719
Poum,-20.23,164.02,76.42,67,9,6.17,NC,1589083719
Ust'-Ishim,57.69,71.17,71.28,37,0,5.68,RU,1589083720
Bria,6.54,21.99,70.41,89,85,2.21,CF,1589083720
Padang,-0.95,100.35,87.33,61,57,4.32,ID,1589083720
Bud,39.45,-86.18,46.0,60,1,5.82,US,1589083720
Smithers,54.78,-127.17,66.2,22,20,10.29,CA,1589083721
Buraidah,26.33,43.98,77.0,41,20,20.8,SA,1589083721
Marathon,44.9,-89.77,39.2,98,90,11.41,US,1589083721
Fuengirola,36.54,-4.62,62.01,72,40,3.36,ES,1589083722
Clyde River,70.47,-68.59,1.4,84,1,14.99,CA,1589083723
Taree,-31.9,152.47,66.2,24,0,9.22,AU,1589083723
Aktas,49.78,72.96,66.2,39,100,6.71,KZ,1589083723
Havelock,34.88,-76.9,46.4,75,1,5.93,US,1589083462
Sola,-13.88,167.55,86.0,70,75,5.82,VU,1589083724
High Level,58.52,-117.14,46.4,45,75,3.36,CA,1589083724
Coxim,-18.51,-54.76,65.05,74,0,4.23,BR,1589083724
Ōmagari,39.45,140.48,59.0,93,75,6.93,JP,1589083725
Aksarka,66.56,67.8,36.46,96,100,7.31,RU,1589083725
Umluj,25.02,37.27,74.91,34,100,10.63,SA,1589083725
Kloulklubed,7.04,134.26,82.4,78,90,5.82,PW,1589083726
Koumac,-20.57,164.28,75.78,68,27,9.19,NC,1589083726
Vila Franca do Campo,37.72,-25.43,60.8,93,75,24.16,PT,1589083726
Te Anau,-45.42,167.72,57.67,65,98,5.41,NZ,1589083727
Banamba,13.55,-7.45,86.25,42,20,10.4,ML,1589083727
Osorno,-40.57,-73.15,51.8,87,6,4.7,CL,1589083514
Udachny,66.42,112.4,32.0,95,90,6.71,RU,1589083728
Province of Vibo Valentia,38.7,16.13,55.4,82,100,4.7,IT,1589083728
Nānākuli,21.39,-158.15,80.6,61,40,13.87,US,1589083728
Bundaberg,-24.85,152.35,84.2,35,5,5.82,AU,1589083577
Bosconia,9.97,-73.88,82.63,67,19,1.81,CO,1589083729
Téra,14.01,0.75,83.12,30,0,3.06,NE,1589083729
Kang,-23.68,22.79,55.67,62,0,6.69,BW,1589083729
Sisimiut,66.94,-53.67,33.46,92,51,9.93,GL,1589083730
Shiyan,32.65,110.78,78.19,36,97,6.98,CN,1589083730
Bubaque,11.28,-15.83,77.94,74,100,12.1,GW,1589083730
Djenné,13.91,-4.55,92.05,30,78,10.02,ML,1589083731
Port Hardy,50.7,-127.42,68.0,42,40,6.93,CA,1589083728
Laas,46.62,10.7,52.0,93,75,8.05,IT,1589083731
Maragogi,-9.01,-35.22,75.56,83,67,2.62,BR,1589083731
Dombrád,48.23,21.93,52.14,83,100,5.17,HU,1589083732
Silva Jardim,-22.65,-42.39,59.47,84,0,3.51,BR,1589083732
Port Hope,43.94,-82.71,35.6,69,19,4.7,US,1589083733
Artyom,40.47,50.33,55.4,87,90,18.34,AZ,1589083733
Nishifukuma,33.77,130.47,68.0,77,75,10.29,JP,1589083733
Yangambi,0.81,24.43,69.8,98,100,1.7,CD,1589083734
Kanadukathan,10.18,78.78,89.6,66,40,5.82,IN,1589083734
Padampur,29.68,73.62,101.41,13,20,8.79,IN,1589083734
Cache Creek,50.81,-121.32,62.6,29,75,5.82,CA,1589083734
Derzhavīnsk,51.1,66.32,69.6,57,91,10.51,KZ,1589083735
Coyhaique,-45.58,-72.07,41.0,93,90,4.7,CL,1589083735
Anchorage,61.22,-149.9,69.8,22,1,6.93,US,1589083667
Monteprandone,42.92,13.84,57.99,80,95,1.21,IT,1589083736
Manokwari,-0.87,134.08,85.51,74,88,6.35,ID,1589083737
Mount Isa,-20.73,139.5,84.2,20,0,13.87,AU,1589083737
Pemba,-12.97,40.52,72.77,84,12,14.61,MZ,1589083737
Agde,43.31,3.48,63.0,82,90,17.22,FR,1589083738
Thessalon,46.25,-83.57,32.0,93,40,4.7,CA,1589083739
Puerto Colombia,10.99,-74.95,84.2,79,38,10.29,CO,1589083674
Haslett,42.75,-84.4,44.6,39,90,6.93,US,1589083739
Fare,-16.7,-151.02,82.58,80,85,16.44,PF,1589083739
Glazunovka,52.5,36.33,45.72,92,100,11.41,RU,1589083740
Severnyy,50.68,36.55,46.4,87,100,8.95,RU,1589083740
Minsk,53.9,27.57,44.6,87,100,6.71,BY,1589083684
Saint George,37.1,-113.58,86.0,10,1,6.93,US,1589083654
Antofagasta,-23.65,-70.4,60.8,77,90,3.36,CL,1589083740
Elizabeth City,36.29,-76.25,48.2,61,1,5.82,US,1589083741
Zhuhai,22.28,113.57,89.6,79,40,13.87,CN,1589083741
Atlantic City,39.36,-74.42,42.8,38,1,10.29,US,1589083708
Nizhniy Odes,63.64,54.86,48.34,87,99,3.91,RU,1589083742
Mokrousovo,55.81,66.77,69.4,35,84,15.82,RU,1589083742
Vallenar,-28.57,-70.76,56.25,74,1,1.19,CL,1589083742
Mattru,7.62,-11.83,76.32,96,100,1.59,SL,1589083743
Talā,30.68,30.94,57.76,80,0,2.73,EG,1589083743
Grindsted,55.75,8.91,46.4,100,76,1.12,DK,1589083743
Coruripe,-10.13,-36.18,77.5,74,96,2.91,BR,1589083744
Emba,48.83,58.14,63.59,74,36,11.74,KZ,1589083744
Bousso,10.48,16.71,83.07,61,21,3.06,TD,1589083744
Oranjemund,-28.55,16.43,66.92,38,0,1.41,NA,1589083744
Kilindoni,-7.91,39.67,78.75,81,97,19.1,TZ,1589083685
Kulu,39.1,33.08,49.98,56,0,4.23,TR,1589083745
Årdalstangen,61.24,7.7,27.0,78,100,5.23,NO,1589083745
Vestmannaeyjar,63.44,-20.27,37.87,87,88,9.08,IS,1589083746
Beira,-19.84,34.84,71.6,88,75,9.17,MZ,1589083746
Ossora,59.24,163.07,35.92,92,100,7.23,RU,1589083746
Alihe,50.57,123.72,45.46,72,100,8.14,CN,1589083727
Inta,66.03,60.17,42.08,94,100,6.51,RU,1589083747
Namtsy,62.72,129.67,41.0,41,38,4.47,RU,1589083748
Santa Luzia,-19.77,-43.85,57.2,82,0,4.14,BR,1589083748
Aranos,-24.13,19.12,58.3,41,0,9.73,NA,1589083748
Zdvinsk,54.7,78.66,71.64,40,0,13.2,RU,1589083749
Bukachacha,52.98,116.92,53.78,36,89,10.49,RU,1589083749
Florianópolis,-27.61,-48.5,68.0,82,40,10.29,BR,1589083749
Pangnirtung,66.15,-65.71,21.94,92,100,11.16,CA,1589083750
Ludvika,60.15,15.19,43.0,87,100,8.05,SE,1589083750
Ponta Delgada,37.73,-25.67,60.8,93,75,24.16,PT,1589083732
Yar-Sale,66.83,70.83,33.93,97,100,7.83,RU,1589083751
Mikhaylovka,50.06,43.24,48.0,94,0,12.24,RU,1589083752
Tessalit,20.2,1.01,80.24,16,0,5.28,ML,1589083753
Nizwá,22.93,57.53,92.77,13,8,3.22,OM,1589083753
Abhā,18.22,42.51,64.4,72,64,1.43,SA,1589083753
Havre-St-Pierre,50.23,-63.6,37.4,91,90,5.82,CA,1589083753
Buenaventura,3.88,-77.03,78.22,92,92,1.63,CO,1589083754
Kahului,20.89,-156.47,78.8,61,75,16.11,US,1589083738
Victor Harbor,-35.57,138.62,60.01,66,25,1.01,AU,1589083754
Dicabisagan,17.08,122.42,89.62,58,91,6.8,PH,1589083755
Ereymentau,51.62,73.1,65.98,41,50,14.61,KZ,1589083755
Tarpon Springs,28.15,-82.76,73.99,73,1,6.93,US,1589083755
Deputatsky,69.3,139.9,28.6,99,86,7.2,RU,1589083755
Olafsvik,64.89,-23.71,38.07,73,0,11.43,IS,1589083756
Dullewala,31.84,71.44,95.16,23,0,13.27,PK,1589083756
Kokopo,-4.35,152.26,88.0,64,17,9.57,PG,1589083756
Westport,41.14,-73.36,37.4,69,1,9.17,US,1589083619
Divnogorsk,55.96,92.36,71.6,30,84,15.66,RU,1589083757
Linxia Chengguanzhen,35.6,103.21,63.36,29,0,7.47,CN,1589083757
Ransang,8.96,117.58,89.02,60,100,5.41,PH,1589083757
Kashgar,39.45,75.98,60.8,59,82,4.47,CN,1589083758
Ruston,32.52,-92.64,50.0,93,1,3.44,US,1589083758
Mandalgovi,45.76,106.27,45.34,48,0,18.05,MN,1589083759
Carlyle,38.61,-89.37,52.0,64,87,1.01,US,1589083759
Praia,14.92,-23.51,71.6,73,40,14.99,CV,1589083708
Mbarara,-0.61,30.65,62.1,93,84,3.4,UG,1589083760
Burns Lake,54.23,-125.75,51.82,46,10,7.72,CA,1589083760
Bom Jesus,-9.07,-44.36,70.32,86,97,2.42,BR,1589083761
Wanning,18.8,110.4,88.81,66,1,14.74,CN,1589083761
Shirokiy,49.76,129.52,68.27,37,0,9.53,RU,1589083761
Hornepayne,49.21,-84.77,27.93,98,85,7.99,CA,1589083761
Grand-Santi,4.25,-54.38,72.64,97,33,1.66,GF,1589083762
Hearst,49.68,-83.67,27.59,98,98,10.11,CA,1589083762
Quang Ngai,15.12,108.8,94.93,49,91,9.95,VN,1589083763
Xining,36.62,101.77,56.91,34,96,1.52,CN,1589083763
Mayo,38.89,-76.51,42.8,52,1,3.36,US,1589083658
Hanzhong,33.07,107.03,73.09,41,0,2.95,CN,1589083764
São João da Barra,-21.64,-41.05,68.2,66,2,4.52,BR,1589083764
Lucapa,-8.42,20.74,65.32,84,10,3.53,AO,1589083764
Xincheng,33.63,115.18,80.94,29,34,7.63,CN,1589083765
Hobyo,5.35,48.53,84.43,72,73,5.64,SO,1589083565
Half Moon Bay,37.46,-122.43,59.0,87,90,2.91,US,1589083765
Mehamn,71.04,27.85,30.13,90,72,9.33,NO,1589083765
Ternate,0.8,127.4,86.45,67,17,8.9,ID,1589083767
Severnyy-Kospashskiy,59.09,57.8,64.49,51,97,5.82,RU,1589083767
Manacapuru,-3.3,-60.62,78.8,94,20,3.36,BR,1589083767
Nichinan,31.6,131.37,75.2,88,75,12.75,JP,1589083767
Pangkalanbuun,-2.68,111.62,90.93,56,94,3.51,ID,1589083768
Sabang,5.89,95.32,81.66,78,100,3.85,ID,1589083768
Tambura,5.6,27.47,71.02,77,99,3.69,SS,1589083768
Krasnoarmeysk,51.02,45.7,50.0,85,5,5.99,RU,1589083769
Dhidhdhoo,6.88,73.1,83.71,76,100,5.75,MV,1589083770
Berdigestyakh,62.1,126.7,44.56,52,0,3.36,RU,1589083770
Bilma,18.69,12.92,80.47,15,0,8.25,NE,1589083771
Ahipara,-35.17,173.17,65.3,68,75,3.47,NZ,1589083771
